,OrderNumber,OrderDate,ItemName,Quantity,ProductPrice,TotalProducts
72,16083,02/08/2019 11:35,Muttar Paneer,1,1,15
73,16083,02/08/2019 11:35,Pilau Rice,4,4,15
74,16083,02/08/2019 11:35,Keema Rice,1,1,15
75,16082,01/08/2019 20:42,Butter Chicken,1,1,2
76,16081,01/08/2019 19:51,Tandoori Chicken Masala,1,1,9
77,16081,01/08/2019 19:51,Aloo Gobi,1,1,9
78,16081,01/08/2019 19:51,Plain Naan,1,1,9
79,16081,01/08/2019 19:51,Pilau Rice,1,1,9
80,16081,01/08/2019 19:51,Plain Papadum,1,1,9
81,16081,01/08/2019 19:51,Mixed Starter,1,1,9
82,16080,01/08/2019 19:16,Madras - Lamb,1,1,6
83,16080,01/08/2019 19:16,Mushroom Rice,1,1,6
84,16079,01/08/2019 18:45,House white wine 75cl,1,1,5
85,16078,01/08/2019 18:41,Lime Pickle,1,1,6
86,16078,01/08/2019 18:41,Plain Rice,1,1,6
87,16078,01/08/2019 18:41,COBRA ( LARGE ),2,2,6
88,16076,01/08/2019 18:02,Mixed Vegetable Curry,1,1,7
89,16076,01/08/2019 18:02,Mango Chutney,1,1,7
90,16075,01/08/2019 17:59,Madras - Chicken,1,1,4
91,16074,01/08/2019 17:34,Bombay Aloo,1,1,4
92,16074,01/08/2019 17:34,Chicken Tikka Jalfrezi,1,1,4
93,16074,01/08/2019 17:34,Mushroom Rice,1,1,4
94,16073,01/08/2019 13:33,Cauliflower Bhajee,1,1,4
95,16073,01/08/2019 13:33,Dhansak - Chicken,1,1,4
96,16072,01/08/2019 12:33,Vindaloo - Chicken,2,2,4
97,16072,01/08/2019 12:33,Special Fried Rice,1,1,4
98,16072,01/08/2019 12:33,Plain Naan,1,1,4
99,16071,31/07/2019 21:10,Lamb Biryani,1,1,4
100,16071,31/07/2019 21:10,Peshwari Naan,1,1,4
101,16069,31/07/2019 20:35,Dhansak - Lamb,1,1,4
102,16067,31/07/2019 20:05,Chicken Tikka Jalfrezi,1,1,4
103,16067,31/07/2019 20:05,Green Salad,1,1,4
104,16066,31/07/2019 19:54,Vegetable Biryani,1,1,7
105,16066,31/07/2019 19:54,Aloo Chaat,1,1,7
106,16066,31/07/2019 19:54,Plain Papadum,1,1,7
107,16065,31/07/2019 19:35,Chicken Tikka Masala,1,1,11
108,16065,31/07/2019 19:35,Garlic Naan,1,1,11
109,16065,31/07/2019 19:35,French Fries,1,1,11
110,16065,31/07/2019 19:35,Pilau Rice,2,2,11
111,16064,31/07/2019 19:31,Plain Papadum,4,4,5
112,16064,31/07/2019 19:31,Mint Sauce,1,1,5
113,16064,31/07/2019 19:31,Mushroom Bhajee,1,1,5
114,16063,31/07/2019 19:17,Bottle Diet Coke,1,1,4
115,16062,31/07/2019 19:05,Korma - Chicken,1,1,5
116,16062,31/07/2019 19:05,Mushroom Rice,1,1,5
117,16059,31/07/2019 18:50,Sheek Kebab,1,1,6
118,16059,31/07/2019 18:50,Plain Papadum,3,3,6
119,16059,31/07/2019 18:50,Pilau Rice,1,1,6
120,16059,31/07/2019 18:50,French Fries,1,1,6
121,16058,31/07/2019 17:16,Madras - Lamb,1,1,3
122,16057,31/07/2019 13:55,Lamb Biryani,1,1,3
123,16056,30/07/2019 21:05,Paneer Tikka Sizzler,1,1,4
124,16056,30/07/2019 21:05,Vindaloo Sauce,1,1,4
125,16056,30/07/2019 21:05,Plain Rice,1,1,4
126,16056,30/07/2019 21:05,French Fries,1,1,4
127,16055,30/07/2019 20:10,Lamb Chilli Garlic,1,1,3
128,16054,30/07/2019 19:55,Tandoori Roti,1,1,3
129,16053,30/07/2019 18:43,Bhindi Bhajee,1,1,5
130,16052,30/07/2019 18:43,Saag Paneer,1,1,4
131,16050,30/07/2019 18:33,Lime Pickle,1,1,12
132,16048,30/07/2019 18:01,Mango Chutney,2,2,6
133,16030,28/07/2019 20:00,Mango Chutney,1,1,9
134,16030,28/07/2019 20:00,Mint Sauce,1,1,9
135,16026,28/07/2019 19:29,Mango Chutney,1,1,7
136,16007,27/07/2019 19:35,Mint Sauce,1,1,9
137,16006,27/07/2019 19:35,Mint Sauce,1,1,5
138,15998,27/07/2019 18:18,Mango Chutney,1,1,7
139,15995,27/07/2019 18:01,Mint Sauce,1,1,10
140,15995,27/07/2019 18:01,Mango Chutney,1,1,10
141,15990,27/07/2019 16:55,Red Sauce,2,2,13
142,15990,27/07/2019 16:55,Mint Sauce,2,2,13
143,15985,26/07/2019 20:42,Mint Sauce,1,1,6
144,15980,26/07/2019 19:51,Mango Chutney,1,1,6
145,15979,26/07/2019 19:42,Red Sauce,1,1,6
146,15977,26/07/2019 19:33,Mint Sauce,1,1,10
147,15973,26/07/2019 19:12,Red Sauce,1,1,9
148,15966,26/07/2019 18:14,Lime Pickle,1,1,7
149,15964,26/07/2019 17:46,Red Sauce,1,1,11
150,15964,26/07/2019 17:46,Lime Pickle,1,1,11
151,15955,25/07/2019 19:51,Onion Chutney,1,1,6
152,15951,25/07/2019 19:11,Mint Sauce,1,1,8
153,15934,23/07/2019 19:54,Mango Chutney,2,2,3
154,15900,20/07/2019 21:17,Red Sauce,1,1,9
155,15896,20/07/2019 20:15,Mango Chutney,1,1,9
156,15892,20/07/2019 19:04,Mint Sauce,1,1,6
157,15887,20/07/2019 18:41,Mango Chutney,1,1,11
158,15887,20/07/2019 18:41,Mint Sauce,1,1,11
159,15887,20/07/2019 18:41,Red Sauce,1,1,11
160,15885,20/07/2019 18:12,Mint Sauce,1,1,5
161,15869,19/07/2019 19:12,Lime Pickle,1,1,12
162,15869,19/07/2019 19:12,Mint Sauce,1,1,12
163,15867,19/07/2019 19:06,Red Sauce,1,1,10
164,15867,19/07/2019 19:06,Lime Pickle,1,1,10
165,15854,19/07/2019 17:31,Mango Chutney,2,2,6
166,15854,19/07/2019 17:31,Onion Chutney,2,2,6
167,15825,16/07/2019 20:22,Onion Chutney,2,2,4
168,15810,15/07/2019 21:44,Mint Sauce,1,1,4
169,15805,15/07/2019 19:18,Mango Chutney,2,2,4
170,15788,14/07/2019 18:07,Mango Chutney,1,1,6
171,15785,14/07/2019 16:41,Mango Chutney,1,1,7
172,15771,13/07/2019 18:53,Onion Chutney,1,1,16
173,15748,12/07/2019 19:18,Mango Chutney,1,1,8
174,15735,11/07/2019 19:33,Mango Chutney,2,2,18
175,15735,11/07/2019 19:33,Mint Sauce,2,2,18
176,15723,10/07/2019 19:24,Onion Chutney,1,1,8
177,15721,10/07/2019 18:25,Lime Pickle,1,1,9
178,15720,10/07/2019 18:17,Mint Sauce,1,1,6
179,15695,07/07/2019 19:42,Mango Chutney,1,1,6
180,15674,06/07/2019 19:44,Red Sauce,1,1,7
181,15669,06/07/2019 19:02,Mint Sauce,1,1,8
182,15669,06/07/2019 19:02,Onion Chutney,1,1,8
183,15665,06/07/2019 18:39,Red Sauce,1,1,9
184,15663,06/07/2019 18:32,Mint Sauce,1,1,7
185,15658,06/07/2019 18:02,Mint Sauce,1,1,10
186,15655,06/07/2019 17:15,Mango Chutney,1,1,17
187,15649,05/07/2019 21:33,Mango Chutney,1,1,4
188,15643,05/07/2019 19:29,Onion Chutney,2,2,10
189,15641,05/07/2019 19:09,Onion Chutney,2,2,5
190,15631,05/07/2019 17:26,Onion Chutney,1,1,9
191,15630,05/07/2019 17:22,Onion Chutney,1,1,10
192,15630,05/07/2019 17:22,Lime Pickle,1,1,10
193,15626,04/07/2019 19:50,Mint Sauce,1,1,12
194,15620,04/07/2019 17:45,Mango Chutney,4,4,13
195,15620,04/07/2019 17:45,Mint Sauce,1,1,13
196,15620,04/07/2019 17:45,Lime Pickle,2,2,13
197,15616,03/07/2019 20:12,Red Sauce,1,1,8
198,15614,03/07/2019 19:18,Mango Chutney,1,1,7
199,15612,03/07/2019 18:07,Mint Sauce,1,1,9
200,15593,01/07/2019 18:33,Mango Chutney,2,2,7
201,15584,30/06/2019 19:46,Mint Sauce,2,2,6
202,15583,30/06/2019 19:39,Onion Chutney,1,1,4
203,15578,30/06/2019 18:25,Red Sauce,1,1,8
204,15560,29/06/2019 19:00,Mint Sauce,1,1,8
205,15554,29/06/2019 16:07,Onion Chutney,1,1,7
206,15545,28/06/2019 20:06,Onion Chutney,2,2,6
207,15536,28/06/2019 18:43,Red Sauce,2,2,9
208,15534,28/06/2019 18:34,Onion Chutney,1,1,5
209,15530,28/06/2019 17:52,Mango Chutney,2,2,9
210,15523,27/06/2019 19:47,Lime Pickle,1,1,7
211,15518,26/06/2019 20:06,Onion Chutney,2,2,5
212,15517,26/06/2019 19:49,Lime Pickle,1,1,5
213,15513,26/06/2019 17:46,Mango Chutney,2,2,8
214,15487,23/06/2019 20:37,Mango Chutney,1,1,8
215,15467,22/06/2019 19:58,Mint Sauce,1,1,4
216,15461,22/06/2019 19:04,Red Sauce,1,1,11
217,15456,22/06/2019 17:49,Mint Sauce,1,1,7
218,15445,21/06/2019 19:14,Onion Chutney,1,1,8
219,15440,21/06/2019 18:40,Mint Sauce,1,1,5
220,15427,20/06/2019 18:56,Mango Chutney,1,1,5
221,15417,19/06/2019 18:48,Mango Chutney,1,1,6
222,15391,17/06/2019 18:44,Mango Chutney,1,1,9
223,15390,17/06/2019 18:44,Mint Sauce,1,1,6
224,15382,16/06/2019 19:31,Mango Chutney,1,1,5
225,15378,16/06/2019 19:09,Mint Sauce,2,2,7
226,15373,16/06/2019 18:29,Onion Chutney,2,2,7
227,15351,15/06/2019 19:36,Red Sauce,2,2,6
228,15347,15/06/2019 18:58,Mint Sauce,1,1,9
229,15347,15/06/2019 18:58,Onion Chutney,2,2,9
230,15346,15/06/2019 18:58,Lime Pickle,1,1,4
231,15343,15/06/2019 18:50,Mint Sauce,2,2,8
232,15332,14/06/2019 19:41,Mango Chutney,1,1,11
233,15330,14/06/2019 19:32,Mango Chutney,1,1,9
234,15329,14/06/2019 19:14,Mint Sauce,1,1,6
235,15326,14/06/2019 18:09,Mango Chutney,1,1,9
236,15318,13/06/2019 20:18,Mango Chutney,4,4,8
237,15318,13/06/2019 20:18,Mint Sauce,5,5,8
238,15312,13/06/2019 17:45,Mango Chutney,1,1,6
239,15306,12/06/2019 18:42,Onion Chutney,2,2,9
240,15306,12/06/2019 18:42,Mint Sauce,1,1,9
241,15303,12/06/2019 16:50,Mango Chutney,1,1,8
242,15256,08/06/2019 20:30,Mint Sauce,1,1,8
243,15253,08/06/2019 19:38,Mango Chutney,1,1,11
244,15224,07/06/2019 19:26,Mint Sauce,1,1,5
245,15220,07/06/2019 18:48,Mint Sauce,1,1,5
246,15213,07/06/2019 18:12,Onion Chutney,1,1,14
247,15213,07/06/2019 18:12,Mint Sauce,2,2,14
248,15211,07/06/2019 18:04,Mango Chutney,2,2,8
249,15211,07/06/2019 18:04,Onion Chutney,2,2,8
250,15210,07/06/2019 17:49,Onion Chutney,1,1,5
251,15204,06/06/2019 18:59,Mango Chutney,1,1,6
252,15197,05/06/2019 20:44,Mint Sauce,1,1,7
253,15191,05/06/2019 11:29,Mint Sauce,1,1,11
254,15191,05/06/2019 11:29,Lime Pickle,1,1,11
255,15171,04/06/2019 12:10,Lime Pickle,1,1,11
256,15171,04/06/2019 12:10,Mint Sauce,1,1,11
257,15157,02/06/2019 17:43,Mango Chutney,1,1,5
258,15156,02/06/2019 17:09,Mango Chutney,1,1,6
259,15155,02/06/2019 16:55,Red Sauce,1,1,9
260,15149,01/06/2019 20:06,Mint Sauce,1,1,8
261,15146,01/06/2019 19:42,Mint Sauce,1,1,8
262,15140,01/06/2019 18:33,Mint Sauce,1,1,5
263,15127,31/05/2019 19:51,Mango Chutney,1,1,8
264,15113,31/05/2019 17:30,Mango Chutney,2,2,8
265,15104,30/05/2019 18:20,Onion Chutney,1,1,5
266,15099,29/05/2019 18:24,Mango Chutney,1,1,9
267,15099,29/05/2019 18:24,Onion Chutney,2,2,9
268,15051,26/05/2019 19:42,Mango Chutney,2,2,8
269,15044,26/05/2019 18:05,Mango Chutney,1,1,7
270,15043,26/05/2019 17:46,Lime Pickle,1,1,11
271,15029,25/05/2019 20:07,Onion Chutney,1,1,8
272,15028,25/05/2019 19:54,Mango Chutney,1,1,8
273,15028,25/05/2019 19:54,Mint Sauce,1,1,8
274,15028,25/05/2019 19:54,Red Sauce,1,1,8
275,15016,25/05/2019 18:22,Mint Sauce,2,2,11
276,15016,25/05/2019 18:22,Lime Pickle,1,1,11
277,15014,25/05/2019 18:09,Mango Chutney,1,1,8
278,14984,23/05/2019 20:32,Onion Chutney,1,1,6
279,14971,22/05/2019 19:15,Red Sauce,1,1,5
280,14961,21/05/2019 19:05,Lime Pickle,1,1,5
281,14957,21/05/2019 18:07,Mint Sauce,1,1,10
282,14946,20/05/2019 17:57,Mango Chutney,1,1,5
283,14933,19/05/2019 17:57,Onion Chutney,1,1,9
284,14924,19/05/2019 12:45,Onion Chutney,1,1,11
285,14918,18/05/2019 22:13,Mango Chutney,1,1,5
286,14894,18/05/2019 18:56,Mango Chutney,1,1,8
287,14887,18/05/2019 18:10,Mango Chutney,1,1,9
288,14887,18/05/2019 18:10,Onion Chutney,2,2,9
289,14886,18/05/2019 18:10,Mango Chutney,1,1,6
290,14875,17/05/2019 21:02,Onion Chutney,1,1,6
291,14859,17/05/2019 18:06,Mango Chutney,1,1,12
292,14859,17/05/2019 18:06,Onion Chutney,1,1,12
293,14853,16/05/2019 20:14,Mango Chutney,1,1,6
294,14824,15/05/2019 18:09,Onion Chutney,1,1,10
295,14820,14/05/2019 20:13,Lime Pickle,1,1,9
296,14815,14/05/2019 18:40,Mint Sauce,1,1,6
297,14815,14/05/2019 18:40,Onion Chutney,1,1,6
298,14812,13/05/2019 20:21,Onion Chutney,1,1,4
299,14786,12/05/2019 17:37,Lime Pickle,1,1,7
300,14784,12/05/2019 16:59,Mango Chutney,1,1,7
301,14776,11/05/2019 21:32,Lime Pickle,1,1,10
302,14764,11/05/2019 19:35,Mint Sauce,1,1,10
303,14730,10/05/2019 18:14,Red Sauce,1,1,12
304,14719,09/05/2019 17:44,Mint Sauce,1,1,8
305,14714,08/05/2019 19:29,Mint Sauce,2,2,6
306,14701,07/05/2019 17:01,Mango Chutney,1,1,5
307,14692,06/05/2019 18:52,Mango Chutney,1,1,4
308,14686,06/05/2019 17:40,Mango Chutney,1,1,9
309,14685,06/05/2019 17:26,Mango Chutney,1,1,9
310,14685,06/05/2019 17:26,Mint Sauce,1,1,9
311,14669,05/05/2019 19:21,Mango Chutney,3,3,12
312,14669,05/05/2019 19:21,Mint Sauce,1,1,12
313,14668,05/05/2019 19:20,Red Sauce,1,1,6
314,14642,04/05/2019 19:26,Mint Sauce,1,1,10
315,14642,04/05/2019 19:26,Mango Chutney,1,1,10
316,14639,04/05/2019 19:06,Lime Pickle,1,1,8
317,14636,04/05/2019 18:52,Onion Chutney,2,2,5
318,14634,04/05/2019 18:37,Mango Chutney,1,1,6
319,14632,04/05/2019 18:32,Red Sauce,1,1,10
320,14632,04/05/2019 18:32,Lime Pickle,1,1,10
321,14632,04/05/2019 18:32,Mango Chutney,1,1,10
322,14631,04/05/2019 18:30,Mango Chutney,1,1,9
323,14630,04/05/2019 18:21,Onion Chutney,2,2,8
324,14608,03/05/2019 18:25,Mango Chutney,1,1,7
325,14584,01/05/2019 20:26,Mango Chutney,1,1,8
326,14583,01/05/2019 20:18,Onion Chutney,1,1,6
327,14580,01/05/2019 18:44,Mint Sauce,1,1,10
328,14577,01/05/2019 18:09,Mango Chutney,1,1,7
329,14574,30/04/2019 19:35,Mango Chutney,2,2,8
330,14569,30/04/2019 18:43,Mint Sauce,1,1,6
331,14568,30/04/2019 18:15,Mint Sauce,1,1,7
332,14566,30/04/2019 17:41,Mango Chutney,1,1,7
333,14562,29/04/2019 21:51,Onion Chutney,1,1,6
334,14559,29/04/2019 19:01,Red Sauce,1,1,11
335,14558,29/04/2019 18:29,Onion Chutney,2,2,8
336,14556,29/04/2019 17:05,Mint Sauce,1,1,14
337,14556,29/04/2019 17:05,Red Sauce,1,1,14
338,14548,28/04/2019 19:06,Mint Sauce,1,1,10
339,14546,28/04/2019 18:16,Mango Chutney,1,1,14
340,14546,28/04/2019 18:16,Red Sauce,1,1,14
341,14543,28/04/2019 17:36,Onion Chutney,1,1,6
342,14518,27/04/2019 18:47,Lime Pickle,2,2,15
343,14507,27/04/2019 17:38,Mango Chutney,1,1,6
344,14502,26/04/2019 20:10,Mango Chutney,1,1,7
345,14497,26/04/2019 18:59,Lime Pickle,1,1,11
346,14494,26/04/2019 18:22,Mango Chutney,1,1,8
347,14494,26/04/2019 18:22,Mint Sauce,1,1,8
348,14492,26/04/2019 17:43,Mint Sauce,2,2,12
349,14492,26/04/2019 17:43,Red Sauce,2,2,12
350,14490,26/04/2019 14:45,Mango Chutney,1,1,9
351,14487,25/04/2019 20:15,Mint Sauce,1,1,6
352,14487,25/04/2019 20:15,Mango Chutney,1,1,6
353,14478,24/04/2019 21:10,Onion Chutney,1,1,5
354,14472,23/04/2019 19:51,Mint Sauce,1,1,9
355,14472,23/04/2019 19:51,Red Sauce,1,1,9
356,14471,23/04/2019 19:46,Mango Chutney,1,1,7
357,14471,23/04/2019 19:46,Mint Sauce,1,1,7
358,14469,23/04/2019 19:42,Mint Sauce,2,2,11
359,14454,22/04/2019 19:10,Mango Chutney,1,1,8
360,14453,22/04/2019 18:35,Mango Chutney,1,1,9
361,14453,22/04/2019 18:35,Mint Sauce,1,1,9
362,14431,20/04/2019 20:17,Mango Chutney,4,4,12
363,14431,20/04/2019 20:17,Mint Sauce,4,4,12
364,14426,20/04/2019 19:53,Mango Chutney,1,1,4
365,14409,19/04/2019 20:07,Mango Chutney,1,1,10
366,14409,19/04/2019 20:07,Mint Sauce,1,1,10
367,14397,19/04/2019 17:51,Mango Chutney,1,1,13
368,14397,19/04/2019 17:51,Onion Chutney,1,1,13
369,14397,19/04/2019 17:51,Lime Pickle,1,1,13
370,14396,19/04/2019 17:43,Mango Chutney,1,1,14
371,14382,17/04/2019 20:27,Mint Sauce,2,2,7
372,14376,17/04/2019 19:07,Mint Sauce,3,3,14
373,14372,17/04/2019 18:54,Red Sauce,1,1,11
374,14372,17/04/2019 18:54,Onion Chutney,1,1,11
375,14365,16/04/2019 20:54,Mango Chutney,1,1,7
376,14365,16/04/2019 20:54,Mint Sauce,1,1,7
377,14346,15/04/2019 17:50,Mango Chutney,1,1,9
378,14344,15/04/2019 12:28,Mint Sauce,1,1,11
379,14344,15/04/2019 12:28,Red Sauce,1,1,11
380,14339,14/04/2019 19:53,Onion Chutney,1,1,11
381,14335,14/04/2019 19:37,Mint Sauce,1,1,5
382,14332,14/04/2019 18:56,Mango Chutney,1,1,11
383,14320,14/04/2019 16:36,Mint Sauce,1,1,9
384,14310,13/04/2019 19:22,Mango Chutney,2,2,10
385,14309,13/04/2019 19:07,Red Sauce,1,1,11
386,14301,13/04/2019 17:57,Mint Sauce,1,1,7
387,14296,13/04/2019 16:58,Mango Chutney,1,1,7
388,14291,12/04/2019 20:08,Mint Sauce,1,1,9
389,14279,12/04/2019 18:54,Mint Sauce,1,1,8
390,14276,12/04/2019 18:17,Mint Sauce,1,1,7
391,14269,12/04/2019 12:33,Mango Chutney,1,1,4
392,14258,11/04/2019 17:40,Onion Chutney,1,1,7
393,14250,10/04/2019 18:02,Onion Chutney,1,1,6
394,14244,09/04/2019 18:50,Mint Sauce,2,2,5
395,14227,07/04/2019 19:38,Mango Chutney,1,1,8
396,14173,05/04/2019 19:53,Mango Chutney,1,1,7
397,14170,05/04/2019 19:12,Onion Chutney,1,1,7
398,14166,05/04/2019 18:46,Mango Chutney,1,1,8
399,14155,05/04/2019 17:40,Mint Sauce,1,1,11
400,14155,05/04/2019 17:40,Onion Chutney,1,1,11
401,14140,03/04/2019 18:40,Onion Chutney,1,1,6
402,14139,03/04/2019 16:42,Mint Sauce,1,1,6
403,14129,01/04/2019 18:53,Mint Sauce,1,1,5
404,14101,30/03/2019 19:58,Mango Chutney,2,2,9
405,14101,30/03/2019 19:58,Mint Sauce,2,2,9
406,14095,30/03/2019 19:05,Mint Sauce,1,1,9
407,14091,30/03/2019 18:50,Mint Sauce,1,1,9
408,14089,30/03/2019 18:31,Mint Sauce,1,1,10
409,14088,30/03/2019 18:23,Mint Sauce,1,1,6
410,14085,30/03/2019 18:10,Mint Sauce,1,1,13
411,14085,30/03/2019 18:10,Lime Pickle,1,1,13
412,14062,29/03/2019 20:09,Mint Sauce,1,1,5
413,14056,29/03/2019 19:19,Mango Chutney,2,2,11
414,14056,29/03/2019 19:19,Onion Chutney,1,1,11
415,14043,29/03/2019 17:42,Onion Chutney,1,1,15
416,14043,29/03/2019 17:42,Red Sauce,1,1,15
417,14040,29/03/2019 15:22,Red Sauce,1,1,15
418,14030,28/03/2019 19:22,Mango Chutney,2,2,7
419,14029,28/03/2019 19:19,Mango Chutney,1,1,8
420,14029,28/03/2019 19:19,Mint Sauce,1,1,8
421,13990,24/03/2019 19:29,Mint Sauce,1,1,6
422,13989,24/03/2019 19:14,Mango Chutney,1,1,6
423,13986,24/03/2019 18:48,Mint Sauce,1,1,10
424,13982,24/03/2019 17:45,Mango Chutney,2,2,12
425,13981,24/03/2019 17:09,Mango Chutney,1,1,8
426,13973,23/03/2019 20:23,Mango Chutney,1,1,6
427,13971,23/03/2019 20:07,Mango Chutney,1,1,8
428,13959,23/03/2019 18:46,Mango Chutney,1,1,6
429,13949,23/03/2019 18:01,Mango Chutney,1,1,8
430,13949,23/03/2019 18:01,Mint Sauce,1,1,8
431,13945,23/03/2019 17:10,Onion Chutney,1,1,8
432,13922,21/03/2019 20:14,Red Sauce,1,1,6
433,13921,21/03/2019 19:15,Mango Chutney,3,3,7
434,13910,20/03/2019 19:06,Mango Chutney,1,1,9
435,13890,19/03/2019 17:27,Onion Chutney,1,1,7
436,13887,18/03/2019 20:40,Onion Chutney,2,2,6
437,13869,17/03/2019 12:04,Mango Chutney,1,1,8
438,13858,16/03/2019 19:27,Mint Sauce,2,2,6
439,13856,16/03/2019 19:09,Lime Pickle,1,1,9
440,13840,15/03/2019 22:26,Onion Chutney,2,2,5
441,13836,15/03/2019 19:58,Mango Chutney,1,1,8
442,13836,15/03/2019 19:58,Red Sauce,1,1,8
443,13830,15/03/2019 19:06,Mango Chutney,1,1,9
444,13817,15/03/2019 17:54,Mango Chutney,2,2,8
445,13817,15/03/2019 17:54,Onion Chutney,2,2,8
446,13795,12/03/2019 20:22,Mint Sauce,1,1,4
447,13777,10/03/2019 20:02,Mango Chutney,2,2,8
448,13755,09/03/2019 19:03,Mango Chutney,1,1,10
449,13754,09/03/2019 18:47,Mango Chutney,1,1,13
450,13752,09/03/2019 18:40,Onion Chutney,1,1,8
451,13744,09/03/2019 18:00,Mango Chutney,1,1,11
452,13740,09/03/2019 16:19,Mango Chutney,1,1,13
453,13733,08/03/2019 19:07,Mint Sauce,1,1,8
454,13727,08/03/2019 18:29,Mango Chutney,1,1,8
455,13725,08/03/2019 17:59,Mint Sauce,2,2,13
456,13725,08/03/2019 17:59,Red Sauce,2,2,13
457,13725,08/03/2019 17:59,Lime Pickle,1,1,13
458,13721,08/03/2019 17:23,Red Sauce,1,1,14
